200,201,100,101,102,130,131,132
4,10,6.22922,2.08144,1.93788,6428.55,2148.05,1999.89
4,0.5,6.30497,2.06209,2.00208,6399.54,2093.02,2032.11
1,10,4.99916,2.15393,0.882325,4979.16,2145.31,878.795
1,0.5,4.81432,2.08124,0.795919,4722.85,2041.7,780.797
0.25,10,4.35776,2.14781,0.370288,4231.39,2085.52,359.55
0.25,0.5,4.10743,2.09438,0.211958,3984.21,2031.55,205.599
0.1,10,4.01517,2.1421,0.0901787,3834.49,2045.71,86.1207
0.1,0.5,3.93941,2.08785,0.0869517,3868.5,2050.26,85.3866
