200,100,101,102,130,131,132
0.5,3.27806,1.68418,0.000353676,3353.45,1722.92,0.36181
1,3.33776,1.72042,0.000839921,4953.23,2553.11,1.24644
2,3.33492,1.72509,0.000739023,3841.83,1987.31,0.851355
10,3.41386,1.774,0.0137624,4014.7,2086.23,16.1846
